"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20120101 ~ 20121231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 관악구 신림동","524-6","0524","0006","대신아트빌3차","72.72","33.92","201203","24","27,800","3","2002","남부순환로151길 53",""
"서울특별시 관악구 신림동","489-32","0489","0032","대신아트빌5차(489-32)","55.79","25.55","201209","10","19,800","5","2003","남부순환로157길 44-6",""
"서울특별시 관악구 신림동","489-32","0489","0032","대신아트빌5차(489-32)","55.79","25.55","201209","10","21,000","4","2003","남부순환로157길 44-6",""
"서울특별시 관악구 신림동","610-391","0610","0391","대양빌라","31.4","16.1","201210","26","5,800","-1","1991","법원단지29길 17",""
"서울특별시 관악구 신림동","1460-28","1460","0028","대웅빌라","48.42","24.73","201203","9","17,300","3","1992","신림동5가길 33",""
"서울특별시 관악구 신림동","98-276","0098","0276","대원빌리지","55.42","33.87","201211","18","19,500","1","2011","복은길 109",""
"서울특별시 관악구 신림동","598-167","0598","0167","데코빌(598-167)","46.52","31.23","201208","24","30,000","5","2012","법원단지5나길 6",""
"서울특별시 관악구 신림동","610-424","0610","0424","도경아트빌","48.73","30","201202","11","16,200","3","2008","법원단지5가길 25",""
"서울특별시 관악구 신림동","1562-1","1562","0001","동궁빌라","36.72","17.46","201201","3","13,500","4","1992","호암로20길 56",""
"서울특별시 관악구 신림동","1560-7","1560","0007","동도아트빌리지 B동","44.8","19.74","201201","27","15,000","3","1992","호암로24가길 59",""
"서울특별시 관악구 신림동","1560-7","1560","0007","동도아트빌리지 B동","43.72","19.26","201204","4","14,600","1","1992","호암로24가길 59",""
"서울특별시 관악구 신림동","1560-7","1560","0007","동도아트빌리지 B동","44.8","19.74","201208","18","15,000","2","1992","호암로24가길 59",""
"서울특별시 관악구 신림동","610-115","0610","0115","동명빌라","84.12","34","201201","19","11,500","-1","1997","법원단지9길 80",""
"서울특별시 관악구 신림동","10-255","0010","0255","동문슈퍼빌(10-255)","117.08","65.54","201204","2","39,000","2","2002","남부순환로184가길 23",""
"서울특별시 관악구 신림동","10-499","0010","0499","동문아트빌","28.71","15.67","201207","20","9,000","4","2001","신림로58길 49",""
"서울특별시 관악구 신림동","10-422","0010","0422","동문타운","62.35","36.51","201203","8","22,000","2","1996","남부순환로200가길 32",""
"서울특별시 관악구 신림동","409-146","0409","0146","동방빌리지7차마동","38.52","27","201205","21","9,000","2","1989","서원10길 1",""
"서울특별시 관악구 신림동","409-307","0409","0307","동방주택8차B동","36.42","28.63","201201","9","12,000","1","1990","서원10길 7",""
"서울특별시 관악구 신림동","409-261","0409","0261","동방주택9차","37.12","27","201205","19","9,500","-1","1991","서원8길 9",""
"서울특별시 관악구 신림동","409-135","0409","0135","동방타운","59.77","28.4","201210","30","20,000","2","1994","신림로41길 22",""
"서울특별시 관악구 신림동","409-132","0409","0132","동방타운(409-132)","39.14","17.11","201203","7","13,000","-1","1996","신림로43길 7",""
"서울특별시 관악구 신림동","409-324","0409","0324","동방파레스가동","35.28","21.13","201204","26","7,650","-1","1991","서원5길 24",""
"서울특별시 관악구 신림동","409-324","0409","0324","동방파레스가동","35.28","21.13","201208","8","11,700","1","1991","서원5길 24",""
"서울특별시 관악구 신림동","409-327","0409","0327","동방파레스라동","34.98","19.88","201201","13","10,500","2","1991","서원5길 30",""
"서울특별시 관악구 신림동","1627-72","1627","0072","동산빌라","39.84","19.66","201209","8","13,000","4","1994","문성로28길 30-7",""
"서울특별시 관악구 신림동","1629-96","1629","0096","동산빌라","27.88","14.86","201211","24","5,300","-1","1993","문성로30길 21-4",""
"서울특별시 관악구 신림동","306-56","0306","0056","동산빌라(306-56)","60.66","26.93","201205","15","16,800","3","1993","호암로18나길 30",""
"서울특별시 관악구 신림동","92","0092","0000","동서주택","42.12","19.94","201208","29","16,700","2","2000","신림로48길 18",""
"서울특별시 관악구 신림동","610-125","0610","0125","동성리치빌2차(610-125)","64.46","36.14","201211","17","20,000","1","2009","법원단지9길 68",""
"서울특별시 관악구 신림동","1563-9","1563","0009","동성맨션","48.31","29.14","201206","20","16,500","4","1997","미성7길 38",""
"서울특별시 관악구 신림동","610-161","0610","0161","동성맨션6차","44.82","20.79","201205","18","12,500","2","1996","법원단지26길 11",""
"서울특별시 관악구 신림동","610-161","0610","0161","동성맨션6차","44.82","20.79","201211","30","11,000","1","1996","법원단지26길 11",""
"서울특별시 관악구 신림동","736","0736","0000","동승빌라가동(736-0)","22.92","13.07","201204","27","5,000","-1","1992","미성10길 55",""
"서울특별시 관악구 신림동","736","0736","0000","동승빌라가동(736-0)","22.92","13.07","201208","13","5,450","-1","1992","미성10길 55",""
"서울특별시 관악구 신림동","736-4","0736","0004","동승빌라나동(736-4)","78.54","44.34","201203","5","26,000","2","1992","미성10길 59",""
"서울특별시 관악구 신림동","736-4","0736","0004","동승빌라나동(736-4)","78.54","44.34","201211","7","26,500","2","1992","미성10길 59",""
"서울특별시 관악구 신림동","610-402","0610","0402","동신리치빌","56","32.4","201201","31","16,000","-1","2011","법원단지26길 30",""
"서울특별시 관악구 신림동","412-86","0412","0086","동아빌라","38.59","25.44","201204","4","10,200","2","1994","문성로38길 46-6",""
"서울특별시 관악구 신림동","619-48","0619","0048","동원빌라","40.14","18.73","201210","12","13,000","2","1993","난곡로34가길 14",""
"서울특별시 관악구 신림동","409-281","0409","0281","동일주택","66.42","26.33","201208","1","22,000","1","1997","서원길 31",""
"서울특별시 관악구 신림동","412-26","0412","0026","동일타운","66.39","28.87","201208","22","19,700","3","2002","문성로38길 5-10",""
"서울특별시 관악구 신림동","105-78","0105","0078","동화빌라","38.34","26.54","201205","29","12,000","3","1992","서림길 50-1",""
"서울특별시 관악구 신림동","1437-2","1437","0002","라성빌라","51.62","27.63","201205","11","23,000","4","1995","신림동5가길 5",""
"서울특별시 관악구 신림동","1437-2","1437","0002","라성빌라","51.62","27.63","201211","17","24,500","4","1995","신림동5가길 5",""
"서울특별시 관악구 신림동","596-25","0596","0025","로얄B","52.4","40.11","201205","8","13,000","2","1991","난우12길 16-8",""
"서울특별시 관악구 신림동","528-1","0528","0001","로즈아트빌","61.21","30.2","201201","4","21,500","2","2002","난곡로66가길 24",""
"서울특별시 관악구 신림동","409-61","0409","0061","롯데빌리지","51.39","23.71","201202","23","17,500","4","1993","서원4길 18",""
"서울특별시 관악구 신림동","409-61","0409","0061","롯데빌리지","62.05","28.63","201204","7","19,550","2","1993","서원4길 18",""
"서울특별시 관악구 신림동","1565-4","1565","0004","리더스빌(1565-4)","39.77","23.1","201205","26","19,400","5","2011","난곡로52길 10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","2","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.95","13.79","201210","8","13,000","2","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.48","13.46","201210","8","13,000","4","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.48","13.46","201210","8","13,000","3","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.95","13.79","201210","8","14,000","4","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.48","13.46","201210","8","13,000","2","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","19.95","13.79","201210","8","13,000","3","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","2","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","4","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","48.41","33.45","201210","8","20,000","5","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","3","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","3","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.82","11.62","201210","8","13,000","4","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","16.83","11.63","201210","8","15,000","5","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","533-8","0533","0008","리챈트","13.65","9.43","201210","8","13,000","5","2012","조원로19길 8-10",""
"서울특별시 관악구 신림동","598-74","0598","0074","리츠빌(598-74)","62.68","24.8","201207","29","17,500","4","2011","법원단지5나길 59",""
"서울특별시 관악구 신림동","598-74","0598","0074","리츠빌(598-74)","55.16","31.41","201208","29","19,000","3","2011","법원단지5나길 59",""
"서울특별시 관악구 신림동","409-222","0409","0222","마이하우스","72.61","33.37","201205","7","21,500","3","2002","서원3길 34",""
"서울특별시 관악구 신림동","1708-4","1708","0004","명성아트빌(1708-4)","59.54","31.2","201202","8","22,900","5","2000","관천로24길 9",""
"서울특별시 관악구 신림동","92-288","0092","0288","명성하우스","58.4","24.73","201203","14","18,000","-1","2004","신림로44가길 52",""
"서울특별시 관악구 신림동","1481-8","1481","0008","미래리치빌","53.62","25.48","201202","25","24,000","3","2003","난곡로59길 11-2",""
"서울특별시 관악구 신림동","1481-8","1481","0008","미래리치빌","53.62","25.48","201205","25","23,500","2","2003","난곡로59길 11-2",""
"서울특별시 관악구 신림동","491-20","0491","0020","미래리치빌(491-20)","63.58","32.24","201206","26","24,000","3","2003","남부순환로159길 51",""
"서울특별시 관악구 신림동","491-20","0491","0020","미래리치빌(491-20)","63.58","32.24","201209","19","24,300","3","2003","남부순환로159길 51",""
"서울특별시 관악구 신림동","491-20","0491","0020","미래리치빌(491-20)","58.16","29.49","201212","27","23,500","4","2003","남부순환로159길 51",""
"서울특별시 관악구 신림동","610-400","0610","0400","미리내파크빌라","40.68","22.16","201205","25","4,000","1","1994","법원단지26길 33",""
"서울특별시 관악구 신림동","610-400","0610","0400","미리내파크빌라","40.68","22.16","201208","2","5,000","1","1994","법원단지26길 33",""
"서울특별시 관악구 신림동","92-224","0092","0224","미림빌라(92-224)","49.74","21.22","201205","17","15,800","1","1992","신림로44가길 41",""
"서울특별시 관악구 신림동","763-2","0763","0002","미성(763-2)","68.04","48.68","201211","12","14,000","1","1982","난곡로49길 20",""
"서울특별시 관악구 신림동","10-29","0010","0029","미성빌라(10-29)","47.28","24.63","201206","27","17,800","2","1991","남부순환로192길 13",""
"서울특별시 관악구 신림동","462-30","0462","0030","민현아트빌","43.42","21.82","201211","20","20,500","3","2001","관천로15길 9",""
"서울특별시 관악구 신림동","675-32","0675","0032","반석빌라","40.32","27.88","201202","6","13,000","2","1991","난향14길 24",""
"서울특별시 관악구 신림동","675-32","0675","0032","반석빌라","40.32","27.88","201205","24","4,200","1","1991","난향14길 24",""
"서울특별시 관악구 신림동","675-32","0675","0032","반석빌라","40.32","27.88","201208","2","5,000","1","1991","난향14길 24",""
"서울특별시 관악구 신림동","506-1","0506","0001","반석빌라(506-1)","74.7","41.87","201210","13","25,000","3","1997","남부순환로157길 39",""
"서울특별시 관악구 신림동","471-34","0471","0034","백인21세기빌라","84.7","46.89","201203","16","27,000","3","1995","관천로15길 34",""
"서울특별시 관악구 신림동","471-34","0471","0034","백인21세기빌라","76.4","42.39","201204","16","24,300","4","1995","관천로15길 34",""
"서울특별시 관악구 신림동","539-22","0539","0022","베스트하우징","42.6","24.11","201203","9","18,300","2","2011","남부순환로145길 20-5",""
"서울특별시 관악구 신림동","539-22","0539","0022","베스트하우징","59.65","33.76","201204","17","24,450","3","2011","남부순환로145길 20-5",""
"서울특별시 관악구 신림동","539-22","0539","0022","베스트하우징","68.71","28.26","201210","7","19,350","5","2011","남부순환로145길 20-5",""
"서울특별시 관악구 신림동","610-349","0610","0349","보람빌라","42.21","20.77","201212","1","7,000","-1","1992","법원단지32길 11",""
"서울특별시 관악구 신림동","1510-3","1510","0003","보인빌라","48.18","20.22","201205","19","17,300","4","1991","남부순환로200다길 19",""
"서울특별시 관악구 신림동","612-28","0612","0028","봉황빌라","56.97","32.46","201212","31","12,000","4","1994","법원단지길 53",""
"서울특별시 관악구 신림동","610-145","0610","0145","봉황빌라(610-145)","42.28","23.68","201204","1","13,200","3","1994","법원단지9길 40",""
"서울특별시 관악구 신림동","610-97","0610","0097","봉황빌라2차","34.34","15.97","201203","31","10,400","1","1993","법원단지5가길 18",""
"서울특별시 관악구 신림동","610-159","0610","0159","부림파크빌라","38.85","21.45","201208","7","12,000","4","1995","법원단지28길 4",""
"서울특별시 관악구 신림동","520-17","0520","0017","부성빌라","79.54","42.22","201211","3","24,800","3","1997","조원로23길 5",""
"서울특별시 관악구 신림동","725-8","0725","0008","부영빌라1동","55.5","26.73","201203","29","18,500","3","2002","난곡로35나길 13",""
"서울특별시 관악구 신림동","92-187","0092","0187","부요그린타운(나동)","42.02","18.08","201205","24","10,000","2","1991","신림로44다길 9",""
"서울특별시 관악구 신림동","90-68","0090","0068","부요빌리지","49.68","21.65","201211","20","16,000","1","1994","신림로54가길 24",""
"서울특별시 관악구 신림동","412-172","0412","0172","부자맨션","67.78","34.66","201207","17","18,000","2","2002","문성로38길 45-12",""
"서울특별시 관악구 신림동","306-1","0306","0001","삼성그린타운(306-1)","74.35","37.46","201210","11","19,500","2","1999","호암로18길 36",""
"서울특별시 관악구 신림동","306-1","0306","0001","삼성그린타운(306-1)","72.67","36.62","201211","8","18,000","4","1999","호암로18길 36",""
"서울특별시 관악구 신림동","306-34","0306","0034","삼성맨션","61.26","35.67","201207","4","17,400","1","1997","호암로18나길 17",""
"서울특별시 관악구 신림동","479-51","0479","0051","삼성맨션A","64.79","26.44","201208","9","24,200","3","2001","조원로31길 17",""
"서울특별시 관악구 신림동","598-16","0598","0016","삼성맨션B동","60.9","25.54","201205","4","17,000","3","2000","법원단지5라길 2",""
"서울특별시 관악구 신림동","1509-2","1509","0002","삼성빌라(1509-2)","50.76","27.47","201203","12","17,000","2","2003","남부순환로200길 30",""
"서울특별시 관악구 신림동","629-34","0629","0034","삼성아트빌13차","63.27","35.86","201204","12","22,500","5","2010","난곡로34길 68",""
"서울특별시 관악구 신림동","220-21","0220","0021","삼성파크빌","73.72","37.53","201210","10","21,000","3","2004","신림로3가길 39-18",""
"서울특별시 관악구 신림동","459-44","0459","0044","삼성하이츠빌5차","53.06","24.68","201206","29","19,000","2","2003","관천로21길 27",""
"서울특별시 관악구 신림동","650-54","0650","0054","삼영연립","73.62","68.3","201209","9","21,500","1","1980","난곡로24라길 21",""
"서울특별시 관악구 신림동","412-209","0412","0209","삼일빌라","48.74","24.56","201212","26","14,250","1","2002","문성로38다길 3",""
"서울특별시 관악구 신림동","1678-55","1678","0055","삼정맨션","60.33","31.08","201206","14","17,000","1","2008","난곡로34나길 47",""
"서울특별시 관악구 신림동","1678-55","1678","0055","삼정맨션","60.33","31.08","201207","16","18,000","2","2008","난곡로34나길 47",""
"서울특별시 관악구 신림동","481-10","0481","0010","삼진빌라","66.07","37.01","201201","7","20,000","2","2006","남부순환로163가길 43",""
"서울특별시 관악구 신림동","506-6","0506","0006","삼진타운","51.54","23.56","201204","7","17,700","2","2001","남부순환로157길 29",""
"서울특별시 관악구 신림동","469-6","0469","0006","삼진타운2차","43.33","25.41","201212","10","15,000","3","2003","남부순환로163길 45",""
"서울특별시 관악구 신림동","518-45","0518","0045","삼하빌라(518-45)","67.36","33.31","201201","27","25,900","2","2002","난곡로77길 23",""
"서울특별시 관악구 신림동","518-45","0518","0045","삼하빌라(518-45)","67.36","33.31","201206","27","26,750","3","2002","난곡로77길 23",""
"서울특별시 관악구 신림동","652-100","0652","0100","삼화빌라","38.66","16.01","201203","21","12,000","3","1991","난곡로24바길 20",""
"서울특별시 관악구 신림동","1563-5","1563","0005","삼화빌라","41.83","23.99","201203","28","13,000","1","1992","미성7길 28",""
"서울특별시 관악구 신림동","610-310","0610","0310","상아그린빌라","36.3","22.31","201211","24","6,700","3","1991","법원단지10길 104",""
"서울특별시 관악구 신림동","610-310","0610","0310","상아그린빌라","36.3","22.31","201211","29","7,200","2","1991","법원단지10길 104",""
"서울특별시 관악구 신림동","387-2","0387","0002","상지빌라","61.56","82","201206","1","24,500","3","1986","양지1길 2-12",""
"서울특별시 관악구 신림동","599-11","0599","0011","상지빌라나동","35.37","28.28","201202","22","13,500","1","1989","난우길 34-12",""
"서울특별시 관악구 신림동","1563-6","1563","0006","새천년청풍","49.5","21.88","201203","17","16,000","1","2001","미성7길 30",""
"서울특별시 관악구 신림동","441-42","0441","0042","서림빌라","43.58","17.76","201209","26","16,500","4","1994","남부순환로172길 53",""
"서울특별시 관악구 신림동","610-562","0610","0562","서보빌라나동","38.25","28.16","201206","13","14,500","1","1988","법원단지22길 17",""
"서울특별시 관악구 신림동","646-461","0646","0461","서원빌라가동","45.27","26.92","201209","5","13,000","3","1992","난곡로30길 45",""
"서울특별시 관악구 신림동","706-61","0706","0061","선한빌라트","72.68","41.51","201205","22","19,000","1","1997","난곡로35길 17",""
"서울특별시 관악구 신림동","1622-1","1622","0001","성부하이츠빌라","131.04","64.98","201212","26","17,000","-1","1992","남부순환로168길 73",""
"서울특별시 관악구 신림동","491-14","0491","0014","성신빌라","46.42","35.26","201201","2","18,000","3","1991","남부순환로157길 52",""
"서울특별시 관악구 신림동","409-273","0409","0273","성오주택","36.62","18.48","201212","26","12,000","3","1993","서원7길 14",""
"서울특별시 관악구 신림동","598-35","0598","0035","성원그린빌","59.64","26.41","201206","29","15,200","2","2001","법원단지5다길 32-4",""
"서울특별시 관악구 신림동","610-153","0610","0153","성원그린빌A동","66.59","32.3","201206","27","13,100","2","2003","법원단지30길 6",""
"서울특별시 관악구 신림동","1663-5","1663","0005","성일주택","53.02","26.54","201201","17","18,500","4","2001","시흥대로162길 10",""
"서울특별시 관악구 신림동","1481-18","1481","0018","성창빌라","47.65","25.58","201203","1","21,000","2","1991","난곡로63가길 22",""
"서울특별시 관악구 신림동","598-11","0598","0011","성화주택나동","59.19","25.99","201203","26","15,300","3","1992","법원단지5라길 26",""
"서울특별시 관악구 신림동","598-11","0598","0011","성화주택나동","59.19","25.99","201203","30","15,300","2","1992","법원단지5라길 26",""
"서울특별시 관악구 신림동","598-13","0598","0013","성화주택마동","54.22","22.37","201205","8","13,000","4","1995","법원단지5라길 16",""
"서울특별시 관악구 신림동","598-85","0598","0085","세운빌라","55.18","24.08","201212","17","12,300","4","1993","법원단지5라길 7",""
"서울특별시 관악구 신림동","408-96","0408","0096","셴티빌리지","33.86","18.32","201206","4","13,350","4","2008","신림로39길 32",""
"서울특별시 관악구 신림동","408-96","0408","0096","셴티빌리지","60.18","32.58","201210","29","19,800","2","2008","신림로39길 32",""
"서울특별시 관악구 신림동","619-51","0619","0051","소노펠리체I","42.74","17.97","201210","13","17,150","5","2012","난곡로34가길 7",""
"서울특별시 관악구 신림동","619-51","0619","0051","소노펠리체I","41.59","16.22","201210","17","17,000","5","2012","난곡로34가길 7",""
"서울특별시 관악구 신림동","619-51","0619","0051","소노펠리체I","68.95","27.18","201211","8","23,600","6","2012","난곡로34가길 7",""
"서울특별시 관악구 신림동","597-61","0597","0061","수연아트빌","42.89","21.43","201210","5","22,000","3","2012","난우16길 50",""
"서울특별시 관악구 신림동","597-61","0597","0061","수연아트빌","42.89","21.43","201210","12","21,000","4","2012","난우16길 50",""
"서울특별시 관악구 신림동","597-61","0597","0061","수연아트빌","42.89","21.43","201210","26","20,000","5","2012","난우16길 50",""
"서울특별시 관악구 신림동","597-61","0597","0061","수연아트빌","42.89","21.43","201211","8","20,000","5","2012","난우16길 50",""
"서울특별시 관악구 신림동","610-232","0610","0232","수정2차","36.3","20.25","201205","7","10,000","1","1993","법원단지26길 24",""
"서울특별시 관악구 신림동","610-170","0610","0170","수정빌라","39.98","16.5","201201","26","9,900","1","1992","법원단지길 112",""
"서울특별시 관악구 신림동","610-170","0610","0170","수정빌라","39.56","16.5","201210","17","10,000","3","1992","법원단지길 112",""
"서울특별시 관악구 신림동","306-64","0306","0064","숭명빌라1차","54.66","40.83","201211","21","20,000","-1","1989","호암로16길 35",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201205","18","20,000","5","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201206","14","20,000","6","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201208","13","19,500","5","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201208","13","19,500","5","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201209","10","19,500","6","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","570-35","0570","0035","스마트밸리","32.78","21.49","201211","8","19,500","5","2012","조원중앙로 28",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201202","9","19,000","5","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201207","1","17,400","3","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","43.25","30.07","201207","17","26,000","3","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","43.25","30.07","201207","27","24,500","2","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201208","14","17,450","4","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","43.25","30.07","201208","30","24,500","3","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201209","19","17,900","4","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","43.25","30.07","201210","7","24,900","5","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201210","20","18,000","3","2012","관천로21길 14",""
"서울특별시 관악구 신림동","458-9","0458","0009","승우팰리스","29.74","20.68","201210","24","17,800","2","2012","관천로21길 14",""
"서울특별시 관악구 신림동","103-105","0103","0105","시티빌리지","47.19","24.73","201204","9","6,500","-1","1994","서림길 99-9",""
"서울특별시 관악구 신림동","103-105","0103","0105","시티빌리지","61.19","32.06","201210","9","17,950","3","1994","서림길 99-9",""
"서울특별시 관악구 신림동","570-37","0570","0037","신건드림원빌(570-37)","63.36","35.68","201204","18","22,800","2","2007","조원로12길 64",""
"서울특별시 관악구 신림동","409-89","0409","0089","신라주택가동","68.61","48.62","201212","3","15,000","2","1986","서원2길 9",""
"서울특별시 관악구 신림동","10-438","0010","0438","신림빌라(10-438)","50.93","23.85","201208","7","17,500","2","1991","남부순환로194길 25",""
"서울특별시 관악구 신림동","10-452","0010","0452","신림타워","50.3","25.37","201207","31","16,000","2","1992","남부순환로194길 31-4",""
"서울특별시 관악구 신림동","598-9","0598","0009","신림하이츠빌라","44.58","42.35","201203","26","14,000","2","1989","법원단지5라길 30",""
"서울특별시 관악구 신림동","10-691","0010","0691","신림하이츠빌라2동","84.64","76.59","201206","4","36,600","2","1989","신림로58길 50",""
"서울특별시 관악구 신림동","10-692","0010","0692","신림하이츠빌라3동","84.64","76.34","201209","1","38,000","2","1989","신림로58길 52",""
"서울특별시 관악구 신림동","10-534","0010","0534","신림하이츠빌라6동","117.6","88.27","201204","17","43,000","3","1989","신림로58길 58",""
"서울특별시 관악구 신림동","654-7","0654","0007","신안맨션","52.32","28.02","201204","2","9,700","-1","1997","난곡로24길 52",""
"서울특별시 관악구 신림동","598-317","0598","0317","신안빌라(598-317)","45.79","17.4","201206","25","12,000","4","1993","법원단지5나길 28",""
"서울특별시 관악구 신림동","10-709","0010","0709","신안빌라A","70.56","39.39","201207","7","16,800","3","1991","신림로58가길 78",""
"서울특별시 관악구 신림동","10-519","0010","0519","신안빌라B","70.56","49.66","201202","13","10,500","1","1991","신림로58가길 74",""
"서울특별시 관악구 신림동","10-519","0010","0519","신안빌라B","70.56","49.66","201209","14","14,700","1","1991","신림로58가길 74",""
"서울특별시 관악구 신림동","305-1","0305","0001","신탁하이츠빌라(305-1)","50.04","42.46","201210","15","11,000","-1","1988","호암로18길 29-10",""
"서울특별시 관악구 신림동","560-4","0560","0004","신흥골든빌","62.4","32.64","201209","27","21,000","4","2002","조원로12길 10",""
"서울특별시 관악구 신림동","610-449","0610","0449","신흥빌라6차","33.1","20.09","201203","5","12,000","2","1991","법원단지5가길 93",""
"서울특별시 관악구 신림동","746-25","0746","0025","쌍용프라임빌","42.66","24.73","201202","14","20,000","3","2010","문성로16가길 24-7",""
"서울특별시 관악구 신림동","598-70","0598","0070","아시아나빌라","50.13","22.42","201210","26","6,000","-1","1993","법원단지5나길 64",""
"서울특별시 관악구 신림동","610-131","0610","0131","아주맨션","35.31","15.53","201208","23","9,500","4","1995","법원단지25길 11",""
"서울특별시 관악구 신림동","1465-46","1465","0046","아트리빙텔(1465-46)","67.61","39.42","201206","1","23,000","2","2002","관천로11길 20-9",""
"서울특별시 관악구 신림동","1465-46","1465","0046","아트리빙텔(1465-46)","67.61","39.42","201208","27","22,000","2","2002","관천로11길 20-9",""
"서울특별시 관악구 신림동","463-45","0463","0045","아트리빙텔(463-45)","71.22","35.04","201202","7","26,000","4","2002","관천로11길 34",""
"서울특별시 관악구 신림동","463-45","0463","0045","아트리빙텔(463-45)","69.9","34.4","201206","5","23,900","2","2002","관천로11길 34",""
"서울특별시 관악구 신림동","463-45","0463","0045","아트리빙텔(463-45)","63.78","31.38","201206","14","20,750","5","2002","관천로11길 34",""
"서울특별시 관악구 신림동","471-27","0471","0027","아트빌하우스1차","52.13","28.66","201210","22","22,800","3","2011","관천로25길 47",""
"서울특별시 관악구 신림동","471-27","0471","0027","아트빌하우스1차","52.13","28.66","201211","7","21,500","2","2011","관천로25길 47",""
"서울특별시 관악구 신림동","466-45","0466","0045","아트빌하우스2차","47.27","27.19","201211","21","20,000","3","2011","남부순환로163나길 16",""
"서울특별시 관악구 신림동","466-45","0466","0045","아트빌하우스2차","47.27","27.19","201212","1","20,000","3","2011","남부순환로163나길 16",""
"서울특별시 관악구 신림동","466-45","0466","0045","아트빌하우스2차","47.27","27.19","201212","1","20,000","4","2011","남부순환로163나길 16",""
"서울특별시 관악구 신림동","466-45","0466","0045","아트빌하우스2차","47.27","27.19","201212","6","20,000","2","2011","남부순환로163나길 16",""
"서울특별시 관악구 신림동","466-45","0466","0045","아트빌하우스2차","47.27","27.19","201212","23","20,000","5","2011","남부순환로163나길 16",""
