"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20110101 ~ 20111231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강남구 개포동","1236-8","1236","0008","럭키하우스","18.3","8","201106","16","12,119","6","2011","논현로18길 10-18",""
"서울특별시 강남구 개포동","1265","1265","0000","리버사이드빌라","78.2","36.87","201104","5","46,000","4","2002","개포로25길 28",""
"서울특별시 강남구 개포동","1255-10","1255","0010","베네스트","71.45","39.52","201111","13","50,000","5","2003","개포로25길 13-10",""
"서울특별시 강남구 개포동","1168-6","1168","0006","삼성","40.41","19.5","201109","15","21,300","2","1996","논현로2길 21",""
"서울특별시 강남구 개포동","1257-9","1257","0009","삼성파크뷰","72.67","33.23","201111","22","35,800","4","2001","개포로25길 3-8",""
"서울특별시 강남구 개포동","1209-19","1209","0019","삼성파크빌에이동","72.51","33.2","201104","8","42,500","5","2003","개포로34길 14",""
"서울특별시 강남구 개포동","1208-1","1208","0001","새롬아트빌라","33.28","15.42","201105","16","12,300","-1","1994","개포로32길 16",""
"서울특별시 강남구 개포동","1206-5","1206","0005","서현하이츠빌라Ⅱ","58.75","28.11","201109","29","13,000","-1","1998","개포로26길 27",""
"서울특별시 강남구 개포동","1221-5","1221","0005","선경파크빌","63.52","30.82","201103","24","30,000","5","2003","개포로20길 42",""
"서울특별시 강남구 개포동","1193-4","1193","0004","쉐라,빌","56.66","31.14","201106","30","33,800","2","2003","논현로12길 10",""
"서울특별시 강남구 개포동","1211-11","1211","0011","스카이빌리지","76.71","42.37","201102","7","45,700","2","2002","개포로36길 15",""
"서울특별시 강남구 개포동","1252-5","1252","0005","우리빌라","76.56","41.55","201103","24","52,800","5","2004","개포로21길 27",""
"서울특별시 강남구 개포동","1245-8","1245","0008","우림레스빌","48.77","24.68","201109","3","29,900","4","2002","개포로17길 3-4",""
"서울특별시 강남구 개포동","1180-9","1180","0009","운영빌라","22.15","10.6","201106","1","13,000","4","1995","논현로8길 60",""
"서울특별시 강남구 개포동","1218-14","1218","0014","운영빌라","59.76","26.65","201110","4","31,500","3","1996","개포로24길 36",""
"서울특별시 강남구 개포동","1218-14","1218","0014","운영빌라","55.8","24.88","201110","18","28,000","2","1996","개포로24길 36",""
"서울특별시 강남구 개포동","1198-4","1198","0004","운영빌라 5차","52.06","22.85","201102","9","25,300","3","1997","논현로12길 23",""
"서울특별시 강남구 개포동","1198-4","1198","0004","운영빌라 5차","25.75","11.3","201107","20","9,900","-1","1997","논현로12길 23",""
"서울특별시 강남구 개포동","1198-4","1198","0004","운영빌라 5차","41.85","18.37","201112","1","20,500","2","1997","논현로12길 23",""
"서울특별시 강남구 개포동","1201-2","1201","0002","원아트 빌라","35.1","15.08","201102","11","16,000","1","1995","개포로22길 45-8",""
"서울특별시 강남구 개포동","1201-2","1201","0002","원아트 빌라","43.58","18.72","201110","22","24,000","3","1995","개포로22길 45-8",""
"서울특별시 강남구 개포동","1262-5","1262","0005","은혜","37.32","33.3","201109","3","28,000","-1","1991","개포로35길 11",""
"서울특별시 강남구 개포동","1173-17","1173","0017","이레빌라","51.1","28.17","201101","15","31,500","4","1999","논현로6길 24",""
"서울특별시 강남구 개포동","1184-15","1184","0015","이례빌라","55.38","27.99","201104","15","32,800","3","2000","논현로8길 45",""
"서울특별시 강남구 개포동","1232-9","1232","0009","정화 하이츠 빌라","55.87","32.33","201106","28","35,500","4","1991","논현로18길 22-13",""
"서울특별시 강남구 개포동","1199","1199","0000","조양빌라","84.81","79.58","201104","25","70,000","1","1990","개포로20길 56",""
"서울특별시 강남구 개포동","1170-3","1170","0003","청구빌리지","36.65","20.24","201103","29","23,000","4","1996","논현로4길 13",""
"서울특별시 강남구 개포동","1170-3","1170","0003","청구빌리지","55.55","30.69","201108","10","32,000","2","1996","논현로4길 13",""
"서울특별시 강남구 개포동","1256","1256","0000","청호빌라","39.67","21.61","201106","11","25,500","1","1997","개포로21길 14",""
"서울특별시 강남구 개포동","1262-4","1262","0004","초원","50.49","40.83","201108","16","35,000","2","1989","개포로35길 13",""
"서울특별시 강남구 개포동","1262-4","1262","0004","초원","50.49","40.83","201112","27","37,500","2","1989","개포로35길 13",""
"서울특별시 강남구 개포동","1244-8","1244","0008","티드빌라","64.82","36.54","201104","8","38,000","2","2002","개포로17길 11",""
"서울특별시 강남구 개포동","1257-2","1257","0002","파크","72.67","33.2","201112","15","40,000","3","2001","개포로25길 9-7",""
"서울특별시 강남구 개포동","160-4","0160","0004","파크힐빌리지(160-4)","32.73","14.65","201106","13","16,700","1","1995","선릉로8길 28",""
"서울특별시 강남구 개포동","160-1","0160","0001","평화빌라A동(160-1)","70.24","35.4","201102","24","50,000","4","1993","선릉로8길 22",""
"서울특별시 강남구 개포동","1189-5","1189","0005","한농하이츠빌라","69.83","35.79","201103","23","40,000","4","1994","논현로8길 32-9",""
"서울특별시 강남구 개포동","1262-1","1262","0001","한성","56.92","29.36","201101","24","22,000","-1","1992","개포로31길 18",""
"서울특별시 강남구 개포동","1235-20","1235","0020","한수빌라","38.11","29.62","201110","29","34,000","1","1989","논현로18길 10-5",""
"서울특별시 강남구 개포동","1261-1","1261","0001","현대그린빌라","84.99","49.58","201104","22","53,000","2","1992","개포로31길 15-9",""
"서울특별시 강남구 개포동","1261-1","1261","0001","현대그린빌라","84.99","49.58","201109","17","53,000","3","1992","개포로31길 15-9",""
"서울특별시 강남구 개포동","1211-2","1211","0002","현대빌라","84.36","81.8","201104","18","74,000","2","1990","개포로36길 9",""
"서울특별시 강남구 개포동","172-6","0172","0006","현대빌라(172-6)","52.81","23.21","201112","29","30,300","1","1993","선릉로18길 20",""
"서울특별시 강남구 개포동","1236-14","1236","0014","효창빌라","43.49","23.81","201103","17","26,000","1","1993","논현로20길 4-23",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","51.13","23.37","201106","6","25,187","4","2002","학동로20길 30",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","73.21","33.46","201106","6","34,655","5","2002","학동로20길 30",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","43.32","19.8","201106","6","20,423","4","2002","학동로20길 30",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","29.02","13.26","201106","6","11,701","3","2002","학동로20길 30",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","30.87","14.11","201106","6","12,829","3","2002","학동로20길 30",""
"서울특별시 강남구 논현동","134-9","0134","0009","(134-9)","30.87","14.11","201106","6","12,829","3","2002","학동로20길 30",""
"서울특별시 강남구 논현동","137-15","0137","0015","(137-15)","41.38","30.55","201105","4","27,700","1","1986","강남대로126길 56",""
"서울특별시 강남구 논현동","139-7","0139","0007","(139-7)","40.33","28.25","201102","14","27,300","1","1986","강남대로128길 44-5",""
"서울특별시 강남구 논현동","139-7","0139","0007","(139-7)","40.33","28.25","201102","16","24,000","1","1986","강남대로128길 44-5",""
"서울특별시 강남구 논현동","150-14","0150","0014","(150-14)","42.77","27.55","201103","22","30,000","3","2008","논현로123길 35-2",""
"서울특별시 강남구 논현동","151-6","0151","0006","(151-6)","21.8","10.39","201103","4","14,800","1","2002","논현로123길 13-6",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","27.9","21.82","201111","13","18,800","3","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","27.93","21.84","201111","13","18,800","2","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","27.93","21.84","201111","13","18,800","3","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","27.9","21.82","201111","13","18,800","2","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","57.87","45.25","201111","13","39,000","3","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","57.87","45.25","201111","13","39,000","2","2004","학동로26길 58",""
"서울특별시 강남구 논현동","156-25","0156","0025","(156-25)","87.79","68.65","201111","13","59,700","4","2004","학동로26길 58",""
"서울특별시 강남구 논현동","159-9","0159","0009","(159-9)","40.63","25.5","201103","10","27,500","4","2002","강남대로122길 39-10",""
"서울특별시 강남구 논현동","193-4","0193","0004","(193-4)","16.74","10.34","201109","25","16,690","2","2011","논현로113길 21",""
"서울특별시 강남구 논현동","193-4","0193","0004","(193-4)","16.74","10.34","201110","11","16,700","2","2011","논현로113길 21",""
"서울특별시 강남구 논현동","193-4","0193","0004","(193-4)","16.47","10.18","201111","2","16,610","4","2011","논현로113길 21",""
"서울특별시 강남구 논현동","246-21","0246","0021","(246-21)","79.58","66.7","201105","31","55,000","2","1986","학동로44길 16",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","37.8","22.77","201103","17","20,000","1","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","73.59","44.35","201103","17","43,000","4","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","67.5","40.67","201103","17","37,000","2","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","53.9","32.47","201103","17","33,000","3","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","50.86","30.64","201103","17","27,000","1","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","48.6","29.28","201103","17","30,000","2","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","268-23","0268","0023","(268-23)","31.57","19.02","201103","17","20,000","3","2003","봉은사로51길 22",""
"서울특별시 강남구 논현동","9-4","0009","0004","(9-4)","30","18.99","201104","16","13,000","1","1996","논현로149길 17-6",""
"서울특별시 강남구 논현동","9-4","0009","0004","(9-4)","30","18.99","201105","23","16,500","3","1996","논현로149길 17-6",""
"서울특별시 강남구 논현동","262-7","0262","0007","가가빌라","105.81","60.93","201102","10","58,000","4","2003","학동로42길 57-3",""
"서울특별시 강남구 논현동","124-26","0124","0026","가야하우스","26.4","12.96","201107","18","19,000","1","2002","학동로8길 7-6",""
"서울특별시 강남구 논현동","124-26","0124","0026","가야하우스","61.68","30.28","201107","30","35,000","3","2002","학동로8길 7-6",""
"서울특별시 강남구 논현동","211-6","0211","0006","강남빌라(211-6)","36.52","31.48","201103","19","25,000","1","1989","학동로38길 21-1",""
"서울특별시 강남구 논현동","107-41","0107","0041","강남하이츠","86.46","42.5","201106","7","42,500","4","2000","언주로140길 24",""
"서울특별시 강남구 논현동","183-22","0183","0022","남강빌라(183-22)","49.26","22.86","201104","16","31,000","4","1992","강남대로116길 11",""
"서울특별시 강남구 논현동","183-22","0183","0022","남강빌라(183-22)","51.75","24.02","201105","23","30,500","1","1992","강남대로116길 11",""
"서울특별시 강남구 논현동","250-3","0250","0003","논현동연립주택(201동,202동)","244.65","174.11","201103","22","353,000","1","2007","학동로44길 36",""
"서울특별시 강남구 논현동","24","0024","0000","논현멤버스카운티","110.77","81.27","201105","18","74,800","3","2003","학동로7길 34",""
"서울특별시 강남구 논현동","24","0024","0000","논현멤버스카운티","114.41","81.27","201112","22","69,000","3","2003","학동로7길 34",""
"서울특별시 강남구 논현동","133-30","0133","0030","논현빌라","41.19","23.68","201110","21","25,000","4","2006","학동로18길 33",""
"서울특별시 강남구 논현동","262-14","0262","0014","논현빌리지(262-14)","53.3","24.94","201103","18","27,500","3","1991","학동로42길 57-4",""
"서울특별시 강남구 논현동","179","0179","0000","논현실버타운","35.1","15.5","201103","30","18,000","-1","1991","논현로115길 53",""
"서울특별시 강남구 논현동","123-9","0123","0009","논현에이스빌라","193.62","120.32","201112","12","75,000","2","1992","학동로8길 12",""
"서울특별시 강남구 논현동","193-6","0193","0006","논현정원빌라","61.01","28.75","201103","21","31,000","1","1993","논현로113길 17",""
"서울특별시 강남구 논현동","132-16","0132","0016","대림논현빌라","179.97","101.26","201109","21","77,500","3","1992","학동로26길 26",""
"서울특별시 강남구 논현동","30-2","0030","0002","대우멤버스카운티101","134.64","100.75","201102","22","99,500","3","2004","도산대로26길 34-11",""
"서울특별시 강남구 논현동","30-2","0030","0002","대우멤버스카운티101","134.68","100.75","201102","23","105,300","3","2004","도산대로26길 34-11",""
"서울특별시 강남구 논현동","30-2","0030","0002","대우멤버스카운티101","134.64","100.75","201109","8","105,000","4","2004","도산대로26길 34-11",""
"서울특별시 강남구 논현동","13-14","0013","0014","대현빌라","140.28","73.26","201103","31","55,000","3","1993","도산대로8길 17-7",""
"서울특별시 강남구 논현동","13-14","0013","0014","대현빌라","140.28","73.26","201103","31","55,000","3","1993","도산대로8길 17-7",""
"서울특별시 강남구 논현동","41-15","0041","0015","덕천빌라","215.24","108.05","201105","2","85,000","1","1992","학동로11길 22",""
"서울특별시 강남구 논현동","41-15","0041","0015","덕천빌라","215.24","108.05","201109","30","116,000","1","1992","학동로11길 22",""
"서울특별시 강남구 논현동","54-2","0054","0002","도원빌라","152.43","141.2","201103","3","105,000","2","1990","학동로7길 5",""
"서울특별시 강남구 논현동","21-8","0021","0008","동방그린빌","26.48","14.54","201104","27","9,000","1","1995","강남대로146길 8-7",""
"서울특별시 강남구 논현동","34","0034","0000","동방타운A동","26.67","12.84","201104","21","12,000","-1","1996","논현로139길 7",""
"서울특별시 강남구 논현동","173-15","0173","0015","동산빌라","50.04","22.15","201102","21","18,000","-1","1990","학동로18길 64",""
"서울특별시 강남구 논현동","39-9","0039","0009","동서빌라","142.32","84.81","201102","21","66,500","2","1991","학동로21길 21",""
"서울특별시 강남구 논현동","47-10","0047","0010","라디안","113.04","56.89","201112","6","65,000","2","2004","학동로5길 21",""
"서울특별시 강남구 논현동","231-15","0231","0015","리치빌라","52.48","34.33","201104","22","24,600","2","2003","봉은사로37길 24-1",""
"서울특별시 강남구 논현동","231-15","0231","0015","리치빌라","138.78","90.84","201104","22","63,000","3","2003","봉은사로37길 24-1",""
"서울특별시 강남구 논현동","231-15","0231","0015","리치빌라","59.08","38.65","201104","22","26,400","1","2003","봉은사로37길 24-1",""
"서울특별시 강남구 논현동","231-15","0231","0015","리치빌라","52.48","34.33","201104","22","24,600","2","2003","봉은사로37길 24-1",""
"서울특별시 강남구 논현동","231-15","0231","0015","리치빌라","59.08","38.65","201104","22","26,400","1","2003","봉은사로37길 24-1",""
"서울특별시 강남구 논현동","155-9","0155","0009","만송빌라","75.98","30.55","201111","14","40,000","1","2002","학동로18길 50-5",""
"서울특별시 강남구 논현동","73-18","0073","0018","무명","49.4","32.98","201108","8","22,500","1","1986","도산대로30길 29-6",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","119.78","60.15","201112","5","56,930","4","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","63.32","31.8","201112","5","21,349","-1","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","27,674","1","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","29,256","2","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","29,256","3","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","29,256","3","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","63.32","31.8","201112","5","21,349","-1","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","29,256","2","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","138-16","0138","0016","무명(138-16)","60.12","30.19","201112","5","27,674","1","1993","강남대로124길 47",""
"서울특별시 강남구 논현동","193-31","0193","0031","미소지움","56.13","34.7","201104","2","36,000","1","2008","논현로111길 20-4",""
"서울특별시 강남구 논현동","193-31","0193","0031","미소지움","79.39","45.3","201109","3","46,400","4","2008","논현로111길 20-4",""
"서울특별시 강남구 논현동","214-4","0214","0004","미주그린빌라","26.58","12.63","201112","5","14,900","4","1995","논현로124길 19-5",""
"서울특별시 강남구 논현동","32-9","0032","0009","베르사이유II","92","68.87","201112","15","59,500","3","2003","도산대로24길 31",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","52.07","29.75","201103","9","32,500","2","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","37.52","24.79","201103","18","27,800","4","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","52.26","29.75","201103","18","32,500","3","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","52.26","29.75","201103","19","32,900","2","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","32.55","24.79","201106","4","28,100","5","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","172-11","0172","0011","베스트빌","52.26","29.75","201106","22","33,000","3","2009","봉은사로11길 43",""
"서울특별시 강남구 논현동","124-10","0124","0010","삼원빌라A,B동","77.99","61.57","201104","14","38,300","2","1989","학동로12길 6-8",""
"서울특별시 강남구 논현동","177-21","0177","0021","삼풍빌라","82.64","72.4","201103","9","49,500","2","1990","논현로115길 28",""
"서울특별시 강남구 논현동","269","0269","0000","선경골든빌","77.79","39.33","201111","3","44,000","3","2002","봉은사로49길 30",""
"서울특별시 강남구 논현동","269","0269","0000","선경골든빌","55.26","27.94","201111","5","35,000","4","2002","봉은사로49길 30",""
"서울특별시 강남구 논현동","176-18","0176","0018","성우빌라","85.52","64.31","201105","12","45,000","2","1982","논현로115길 18",""
"서울특별시 강남구 논현동","150-4","0150","0004","세광파크빌라(가동,나동)","84.69","66.08","201111","30","45,000","2","1982","논현로123길 29",""
"서울특별시 강남구 논현동","39","0039","0000","세아주택","74.55","42.46","201110","25","43,000","4","2003","학동로19길 26",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","20.7","13.19","201109","19","17,360","3","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","21.26","13.54","201109","19","17,820","4","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","20.87","13.3","201109","19","17,500","2","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","20.7","13.19","201109","19","17,360","2","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","20.87","13.3","201109","19","17,500","3","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","21.53","13.71","201109","19","18,040","2","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","23.54","15","201109","19","19,740","2","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","29.65","18.89","201109","19","24,850","3","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","19.3","12.3","201109","19","16,180","4","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","16.02","10.21","201109","19","13,400","4","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","29.58","18.84","201109","19","24,790","5","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","29.83","19","201109","19","25,020","5","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","22","14.02","201109","19","18,450","5","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","17.3","11.02","201109","19","14,500","4","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","29.65","18.89","201109","19","24,860","2","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","29.65","18.89","201109","19","24,850","4","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","21.53","13.71","201109","19","18,040","3","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","223-7","0223","0007","세은알앤엘","23.54","15","201109","19","19,740","3","2010","봉은사로37길 47-6",""
"서울특별시 강남구 논현동","150-7","0150","0007","세일빌라(가동)","69.36","69.8","201107","5","48,300","3","1982","학동로18길 47",""
"서울특별시 강남구 논현동","150-7","0150","0007","세일빌라(가동)","69.39","69.8","201109","28","49,800","1","1982","학동로18길 47",""
"서울특별시 강남구 논현동","161-9","0161","0009","승립하이츠","65.94","34.4","201102","10","34,500","1","1994","강남대로122길 29-9",""
"서울특별시 강남구 논현동","269-9","0269","0009","아트텍빌리지","165.27","98.45","201107","22","85,000","2","1998","봉은사로49길 20",""
